File Name,Emotion1,Emotion2,Emotion3
['382_Nai_bgm']/626to630.jpg,no emotion,None,None
['382_Nai_bgm']/630to642.jpg,no emotion,emotional,None
['382_Nai_bgm']/642to652.jpg,emotional,None,None
['382_Nai_bgm']/652to663.jpg,emotional,None,None
['382_Nai_bgm']/663to684.jpg,no emotion,emotional,None
['382_Nai_bgm']/684to706.jpg,emotional,None,None
['382_Nai_bgm']/706to710.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/710to727.jpg,emotional,None,None
['382_Nai_bgm']/727to731.jpg,no emotion,None,None
['382_Nai_bgm']/731to750.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/750to754.jpg,blank,None,None
['382_Nai_bgm']/754to786.jpg,emotional,None,None
['382_Nai_bgm']/786to792.jpg,emotional,None,None
['382_Nai_bgm']/792to805.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/805to811.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/811to823.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/823to840.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/840to846.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/846to860.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/860to878.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/878to890.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/890to901.jpg,no emotion,None,None
['382_Nai_bgm']/901to923.jpg,no emotion,None,None
['382_Nai_bgm']/923to930.jpg,emotional,None,None
['382_Nai_bgm']/930to946.jpg,emotional,None,None
['382_Nai_bgm']/946to953.jpg,no emotion,emotional,None
['382_Nai_bgm']/953to958.jpg,emotional,None,None
['382_Nai_bgm']/958to974.jpg,emotional,None,None
['382_Nai_bgm']/974to989.jpg,no emotion,Intense - Tension/Fight,None
['382_Nai_bgm']/989to1012.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1012to1018.jpg,no emotion,None,None
['382_Nai_bgm']/1018to1031.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1031to1036.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1036to1040.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1040to1059.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1059to1065.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1065to1073.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1073to1091.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1091to1130.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1130to1143.jpg,emotional,None,None
['382_Nai_bgm']/1143to1147.jpg,emotional,None,None
['382_Nai_bgm']/1147to1193.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1193to1213.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1213to1221.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1221to1228.jpg,no emotion,None,None
['382_Nai_bgm']/1228to1232.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1232to1238.jpg,Intense - Tension/Fight,None,None
['382_Nai_bgm']/1238to1253.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/0to4.jpg,blank,None,None
['366_Kar_bgm']/4to10.jpg,happy,None,None
['366_Kar_bgm']/10to26.jpg,happy,None,None
['366_Kar_bgm']/26to30.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/30to34.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/34to40.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/40to45.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/45to54.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/54to61.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/61to69.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/69to87.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/87to93.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/93to109.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/109to115.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/115to128.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/128to148.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/148to157.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/157to163.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/163to177.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/177to193.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/193to207.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/207to225.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/225to234.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/234to244.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/244to253.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/253to263.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/263to268.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/268to284.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/284to336.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/336to346.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/346to365.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/365to383.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/383to388.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/388to400.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/400to421.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/421to427.jpg,emotional,None,None
['366_Kar_bgm']/427to449.jpg,emotional,None,None
['366_Kar_bgm']/449to453.jpg,emotional,None,None
['366_Kar_bgm']/453to470.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/470to484.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/484to492.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/492to512.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/512to529.jpg,happy,None,None
['366_Kar_bgm']/529to536.jpg,happy,None,None
['366_Kar_bgm']/536to540.jpg,no emotion,None,None
['366_Kar_bgm']/540to548.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/548to579.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/579to587.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/587to596.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/596to606.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/606to611.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/611to627.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/627to636.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/636to642.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/642to648.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/648to672.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/672to687.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/687to692.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/692to698.jpg,emotional,None,None
['366_Kar_bgm']/698to702.jpg,emotional,None,None
['366_Kar_bgm']/702to714.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/714to735.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/735to743.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/743to751.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/751to768.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/768to780.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/780to785.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/785to803.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/803to809.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/809to822.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/822to827.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/827to831.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/831to836.jpg,happy,None,None
['366_Kar_bgm']/836to846.jpg,happy,None,None
['366_Kar_bgm']/846to857.jpg,happy,None,None
['366_Kar_bgm']/857to884.jpg,happy,None,None
['366_Kar_bgm']/884to891.jpg,happy,Intense - Tension/Fight,None
['366_Kar_bgm']/891to903.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/903to910.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/910to914.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/914to920.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/920to935.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/935to942.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/942to951.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/951to965.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/965to973.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/973to983.jpg,Intense - Tension/Fight,happy,None
['366_Kar_bgm']/983to987.jpg,happy,None,None
['366_Kar_bgm']/987to991.jpg,happy,None,None
['366_Kar_bgm']/991to1005.jpg,happy,None,None
['366_Kar_bgm']/1005to1009.jpg,happy,None,None
['366_Kar_bgm']/1009to1017.jpg,happy,None,None
['366_Kar_bgm']/1017to1039.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/1039to1063.jpg,happy,None,None
['366_Kar_bgm']/1063to1070.jpg,happy,None,None
['366_Kar_bgm']/1070to1081.jpg,happy,None,None
['366_Kar_bgm']/1081to1090.jpg,happy,None,None
['366_Kar_bgm']/1090to1104.jpg,emotional,None,None
['366_Kar_bgm']/1104to1115.jpg,emotional,None,None
['366_Kar_bgm']/1115to1120.jpg,happy,None,None
['366_Kar_bgm']/1120to1131.jpg,happy,None,None
['366_Kar_bgm']/1131to1159.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/1159to1167.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/1167to1199.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/1199to1203.jpg,Intense - Tension/Fight,None,None
['366_Kar_bgm']/1203to1231.jpg,happy,None,None
['366_Kar_bgm']/1231to1246.jpg,happy,None,None
['366_Kar_bgm']/1246to1273.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/0to4.jpg,blank,None,None
['367_Kai_bgm']/4to10.jpg,happy,None,None
['367_Kai_bgm']/10to25.jpg,happy,None,None
['367_Kai_bgm']/25to30.jpg,emotional,None,None
['367_Kai_bgm']/30to54.jpg,emotional,None,None
['367_Kai_bgm']/54to59.jpg,no emotion,None,None
['367_Kai_bgm']/59to75.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/75to92.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/92to106.jpg,emotional,None,None
['367_Kai_bgm']/106to114.jpg,happy,None,None
['367_Kai_bgm']/114to118.jpg,happy,None,None
['367_Kai_bgm']/118to131.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/131to148.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/148to192.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/192to215.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/215to220.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/220to236.jpg,no emotion,None,None
['367_Kai_bgm']/236to254.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/254to258.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/258to267.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/267to274.jpg,emotional,None,None
['367_Kai_bgm']/274to324.jpg,emotional,Intense - Tension/Fight,None
['367_Kai_bgm']/324to328.jpg,no emotion,None,None
['367_Kai_bgm']/328to332.jpg,no emotion,None,None
['367_Kai_bgm']/332to336.jpg,no emotion,None,None
['367_Kai_bgm']/336to341.jpg,no emotion,None,None
['367_Kai_bgm']/341to345.jpg,no emotion,None,None
['367_Kai_bgm']/345to353.jpg,no emotion,None,None
['367_Kai_bgm']/353to359.jpg,no emotion,None,None
['367_Kai_bgm']/359to374.jpg,no emotion,None,None
['367_Kai_bgm']/374to379.jpg,no emotion,None,None
['367_Kai_bgm']/379to384.jpg,no emotion,None,None
['367_Kai_bgm']/384to388.jpg,no emotion,None,None
['367_Kai_bgm']/388to393.jpg,no emotion,None,None
['367_Kai_bgm']/393to397.jpg,no emotion,None,None
['367_Kai_bgm']/397to409.jpg,emotional,None,None
['367_Kai_bgm']/409to422.jpg,emotional,None,None
['367_Kai_bgm']/422to434.jpg,emotional,None,None
['367_Kai_bgm']/434to441.jpg,emotional,None,None
['367_Kai_bgm']/441to458.jpg,happy,None,None
['367_Kai_bgm']/458to462.jpg,happy,None,None
['367_Kai_bgm']/462to467.jpg,happy,None,None
['367_Kai_bgm']/467to471.jpg,happy,None,None
['367_Kai_bgm']/471to479.jpg,happy,None,None
['367_Kai_bgm']/479to528.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/528to584.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/584to608.jpg,emotional,None,None
['367_Kai_bgm']/608to625.jpg,emotional,None,None
['367_Kai_bgm']/625to630.jpg,no emotion,None,None
['367_Kai_bgm']/630to636.jpg,no emotion,None,None
['367_Kai_bgm']/636to653.jpg,no emotion,None,None
['367_Kai_bgm']/653to668.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/668to689.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/689to728.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/728to739.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/739to799.jpg,emotional,None,None
['367_Kai_bgm']/799to804.jpg,no emotion,None,None
['367_Kai_bgm']/804to823.jpg,emotional,None,None
['367_Kai_bgm']/823to842.jpg,emotional,None,None
['367_Kai_bgm']/842to857.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/857to862.jpg,no emotion,None,None
['367_Kai_bgm']/862to876.jpg,emotional,None,None
['367_Kai_bgm']/876to882.jpg,emotional,None,None
['367_Kai_bgm']/882to886.jpg,no emotion,None,None
['367_Kai_bgm']/886to897.jpg,emotional,None,None
['367_Kai_bgm']/897to903.jpg,emotional,None,None
['367_Kai_bgm']/903to912.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/912to925.jpg,emotional,None,None
['367_Kai_bgm']/925to937.jpg,emotional,None,None
['367_Kai_bgm']/937to941.jpg,emotional,None,None
['367_Kai_bgm']/941to948.jpg,emotional,None,None
['367_Kai_bgm']/948to954.jpg,emotional,None,None
['367_Kai_bgm']/954to966.jpg,emotional,None,None
['367_Kai_bgm']/966to1012.jpg,emotional,None,None
['367_Kai_bgm']/1012to1021.jpg,emotional,None,None
['367_Kai_bgm']/1021to1031.jpg,no emotion,None,None
['367_Kai_bgm']/1031to1040.jpg,emotional,None,None
['367_Kai_bgm']/1040to1045.jpg,emotional,None,None
['367_Kai_bgm']/1045to1058.jpg,happy,None,None
['367_Kai_bgm']/1058to1068.jpg,happy,None,None
['367_Kai_bgm']/1068to1079.jpg,happy,None,None
['367_Kai_bgm']/1079to1097.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/1097to1102.jpg,emotional,None,None
['367_Kai_bgm']/1102to1115.jpg,happy,None,None
['367_Kai_bgm']/1115to1122.jpg,happy,None,None
['367_Kai_bgm']/1122to1126.jpg,no emotion,None,None
['367_Kai_bgm']/1126to1138.jpg,no emotion,None,None
['367_Kai_bgm']/1138to1153.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/1153to1162.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/1162to1168.jpg,Intense - Tension/Fight,None,None
['367_Kai_bgm']/1168to1172.jpg,happy,None,None
['367_Kai_bgm']/1172to1182.jpg,happy,None,None
['367_Kai_bgm']/1182to1186.jpg,happy,None,None
['367_Kai_bgm']/1186to1192.jpg,happy,None,None
['367_Kai_bgm']/1192to1198.jpg,happy,None,None
['367_Kai_bgm']/1198to1202.jpg,happy,None,None
['367_Kai_bgm']/1202to1213.jpg,happy,None,None
['367_Kai_bgm']/1213to1228.jpg,happy,None,None
['367_Kai_bgm']/1228to1236.jpg,happy,None,None
['367_Kai_bgm']/1236to1254.jpg,happy,None,None
['367_Kai_bgm']/1254to1258.jpg,happy,None,None
['367_Kai_bgm']/1258to1280.jpg,happy,None,None
['368_Kai_bgm']/0to4.jpg,blank,None,None
['368_Kai_bgm']/4to30.jpg,happy,None,None
['368_Kai_bgm']/30to43.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/43to63.jpg,emotional,None,None
['368_Kai_bgm']/63to86.jpg,emotional,None,None
['368_Kai_bgm']/86to111.jpg,emotional,happy,None
['368_Kai_bgm']/111to122.jpg,emotional,None,None
['368_Kai_bgm']/122to128.jpg,no emotion,None,None
['368_Kai_bgm']/128to146.jpg,no emotion,None,None
['368_Kai_bgm']/146to169.jpg,happy,None,None
['368_Kai_bgm']/169to178.jpg,no emotion,None,None
['368_Kai_bgm']/178to185.jpg,no emotion,Intense - Tension/Fight,None
['368_Kai_bgm']/185to191.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/191to199.jpg,emotional,None,None
['368_Kai_bgm']/199to206.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/206to216.jpg,emotional,None,None
['368_Kai_bgm']/216to223.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/223to234.jpg,emotional,None,None
['368_Kai_bgm']/234to242.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/242to263.jpg,happy,None,None
['368_Kai_bgm']/263to273.jpg,happy,None,None
['368_Kai_bgm']/273to277.jpg,no emotion,None,None
['368_Kai_bgm']/277to281.jpg,no emotion,None,None
['368_Kai_bgm']/281to286.jpg,no emotion,None,None
['368_Kai_bgm']/286to292.jpg,happy,None,None
['368_Kai_bgm']/292to302.jpg,happy,None,None
['368_Kai_bgm']/302to306.jpg,no emotion,None,None
['368_Kai_bgm']/306to312.jpg,happy,None,None
['368_Kai_bgm']/312to327.jpg,happy,None,None
['368_Kai_bgm']/327to363.jpg,emotional,None,None
['368_Kai_bgm']/363to380.jpg,emotional,None,None
['368_Kai_bgm']/380to389.jpg,no emotion,None,None
['368_Kai_bgm']/389to402.jpg,no emotion,None,None
['368_Kai_bgm']/402to409.jpg,no emotion,None,None
['368_Kai_bgm']/409to437.jpg,happy,None,None
['368_Kai_bgm']/437to447.jpg,happy,None,None
['368_Kai_bgm']/447to460.jpg,happy,None,None
['368_Kai_bgm']/460to464.jpg,no emotion,None,None
['368_Kai_bgm']/464to469.jpg,happy,None,None
['368_Kai_bgm']/469to481.jpg,emotional,None,None
['368_Kai_bgm']/481to491.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/491to505.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/505to517.jpg,happy,None,None
['368_Kai_bgm']/517to522.jpg,no emotion,None,None
['368_Kai_bgm']/522to533.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/533to539.jpg,emotional,None,None
['368_Kai_bgm']/539to543.jpg,no emotion,None,None
['368_Kai_bgm']/543to547.jpg,happy,None,None
['368_Kai_bgm']/547to552.jpg,no emotion,None,None
['368_Kai_bgm']/552to560.jpg,happy,None,None
['368_Kai_bgm']/560to567.jpg,happy,None,None
['368_Kai_bgm']/567to586.jpg,no emotion,None,None
['368_Kai_bgm']/586to591.jpg,emotional,None,None
['368_Kai_bgm']/591to597.jpg,no emotion,None,None
['368_Kai_bgm']/597to622.jpg,happy,None,None
['368_Kai_bgm']/622to628.jpg,happy,None,None
['368_Kai_bgm']/628to641.jpg,happy,None,None
['368_Kai_bgm']/641to646.jpg,happy,None,None
['368_Kai_bgm']/646to670.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/670to685.jpg,happy,None,None
['368_Kai_bgm']/685to691.jpg,happy,None,None
['368_Kai_bgm']/691to703.jpg,no emotion,None,None
['368_Kai_bgm']/703to737.jpg,emotional,None,None
['368_Kai_bgm']/737to746.jpg,Intense - Tension/Fight,no emotion,None
['368_Kai_bgm']/746to756.jpg,happy,None,None
['368_Kai_bgm']/756to762.jpg,no emotion,None,None
['368_Kai_bgm']/762to788.jpg,happy,None,None
['368_Kai_bgm']/788to794.jpg,emotional,None,None
['368_Kai_bgm']/794to812.jpg,emotional,None,None
['368_Kai_bgm']/812to870.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/870to874.jpg,no emotion,None,None
['368_Kai_bgm']/874to914.jpg,Intense - Tension/Fight,happy,None
['368_Kai_bgm']/914to974.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/974to985.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/985to996.jpg,emotional,None,None
['368_Kai_bgm']/996to1000.jpg,no emotion,None,None
['368_Kai_bgm']/1000to1025.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/1025to1031.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/1031to1076.jpg,Intense - Tension/Fight,None,None
['368_Kai_bgm']/1076to1126.jpg,Intense - Tension/Fight,emotional,None
['368_Kai_bgm']/1126to1147.jpg,happy,None,None
['368_Kai_bgm']/1147to1157.jpg,emotional,None,None
['368_Kai_bgm']/1157to1172.jpg,emotional,None,None
['368_Kai_bgm']/1172to1177.jpg,blank,None,None
['368_Kai_bgm']/1177to1210.jpg,happy,None,None
['368_Kai_bgm']/1210to1215.jpg,happy,None,None
['368_Kai_bgm']/1215to1219.jpg,no emotion,None,None
['368_Kai_bgm']/1219to1223.jpg,blank,None,None
['368_Kai_bgm']/1223to1229.jpg,no emotion,None,None
['368_Kai_bgm']/1229to1233.jpg,blank,None,None
['368_Kai_bgm']/1233to1242.jpg,emotional,None,None
['368_Kai_bgm']/1242to1247.jpg,emotional,None,None
['368_Kai_bgm']/1247to1254.jpg,no emotion,None,None
['368_Kai_bgm']/1254to1270.jpg,happy,None,None
['369_Nai_bgm']/0to4.jpg,blank,None,None
['369_Nai_bgm']/4to10.jpg,happy,None,None
['369_Nai_bgm']/10to34.jpg,happy,None,None
['369_Nai_bgm']/34to38.jpg,no emotion,None,None
['369_Nai_bgm']/38to59.jpg,emotional,None,None
['369_Nai_bgm']/59to70.jpg,emotional,None,None
['369_Nai_bgm']/70to77.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/77to123.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/123to139.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/139to153.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/153to171.jpg,emotional,Intense - Tension/Fight,emotional
['369_Nai_bgm']/171to178.jpg,no emotion,None,None
['369_Nai_bgm']/178to202.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/202to217.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/217to229.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/229to263.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/263to274.jpg,emotional,None,None
['369_Nai_bgm']/274to288.jpg,emotional,None,None
['369_Nai_bgm']/288to293.jpg,no emotion,None,None
['369_Nai_bgm']/293to298.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/298to310.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/310to317.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/317to325.jpg,Intense - Tension/Fight,no emotion,None
['369_Nai_bgm']/325to335.jpg,no emotion,None,None
['369_Nai_bgm']/335to340.jpg,happy,None,None
['369_Nai_bgm']/340to348.jpg,happy,None,None
['369_Nai_bgm']/348to357.jpg,emotional,None,None
['369_Nai_bgm']/357to371.jpg,emotional,None,None
['369_Nai_bgm']/371to376.jpg,emotional,None,None
['369_Nai_bgm']/376to386.jpg,emotional,None,None
['369_Nai_bgm']/386to391.jpg,emotional,None,None
['369_Nai_bgm']/391to404.jpg,emotional,None,None
['369_Nai_bgm']/404to408.jpg,no emotion,None,None
['369_Nai_bgm']/408to434.jpg,emotional,None,None
['369_Nai_bgm']/434to449.jpg,Intense - Tension/Fight,None,None
['369_Nai_bgm']/449to456.jpg,emotional,None,None
['369_Nai_bgm']/456to461.jpg,emotional,None,None
['369_Nai_bgm']/461to472.jpg,emotional,None,None
['369_Nai_bgm']/472to485.jpg,emotional,None,None
