filename,emotion1,emotion2,emotion3,videofilename,start,end
['366_Kar_bgm']/69to87.jpg,Intense - Tension/Fight,None,None,366_Kar,69,87
['366_Kar_bgm']/87to93.jpg,Intense - Tension/Fight,None,None,366_Kar,87,93
['366_Kar_bgm']/93to109.jpg,Intense - Tension/Fight,None,None,366_Kar,93,109
['366_Kar_bgm']/109to115.jpg,Intense - Tension/Fight,None,None,366_Kar,109,115
['366_Kar_bgm']/115to128.jpg,Intense - Tension/Fight,None,None,366_Kar,115,128
['366_Kar_bgm']/128to148.jpg,Intense - Tension/Fight,None,None,366_Kar,128,148
['366_Kar_bgm']/148to157.jpg,Intense - Tension/Fight,None,None,366_Kar,148,157
['366_Kar_bgm']/157to163.jpg,Intense - Tension/Fight,None,None,366_Kar,157,163
['366_Kar_bgm']/163to177.jpg,Intense - Tension/Fight,None,None,366_Kar,163,177
['366_Kar_bgm']/177to193.jpg,Intense - Tension/Fight,None,None,366_Kar,177,193
['366_Kar_bgm']/193to207.jpg,Intense - Tension/Fight,None,None,366_Kar,193,207
['366_Kar_bgm']/207to225.jpg,Intense - Tension/Fight,None,None,366_Kar,207,225
['366_Kar_bgm']/225to234.jpg,Intense - Tension/Fight,None,None,366_Kar,225,234
['366_Kar_bgm']/234to244.jpg,Intense - Tension/Fight,None,None,366_Kar,234,244
['366_Kar_bgm']/244to253.jpg,Intense - Tension/Fight,None,None,366_Kar,244,253
['366_Kar_bgm']/253to263.jpg,Intense - Tension/Fight,None,None,366_Kar,253,263
['366_Kar_bgm']/263to268.jpg,Intense - Tension/Fight,None,None,366_Kar,263,268
['366_Kar_bgm']/268to284.jpg,Intense - Tension/Fight,None,None,366_Kar,268,284
['366_Kar_bgm']/284to336.jpg,Intense - Tension/Fight,None,None,366_Kar,284,336
['366_Kar_bgm']/336to346.jpg,Intense - Tension/Fight,None,None,366_Kar,336,346
['366_Kar_bgm']/346to365.jpg,Intense - Tension/Fight,None,None,366_Kar,346,365
['366_Kar_bgm']/365to383.jpg,Intense - Tension/Fight,None,None,366_Kar,365,383
['366_Kar_bgm']/383to388.jpg,Intense - Tension/Fight,None,None,366_Kar,383,388
['366_Kar_bgm']/388to400.jpg,Intense - Tension/Fight,None,None,366_Kar,388,400
['366_Kar_bgm']/400to421.jpg,Intense - Tension/Fight,None,None,366_Kar,400,421
['366_Kar_bgm']/421to427.jpg,emotional,None,None,366_Kar,421,427
['366_Kar_bgm']/427to449.jpg,emotional,None,None,366_Kar,427,449
['366_Kar_bgm']/449to453.jpg,emotional,None,None,366_Kar,449,453
['366_Kar_bgm']/453to470.jpg,Intense - Tension/Fight,None,None,366_Kar,453,470
['366_Kar_bgm']/470to484.jpg,Intense - Tension/Fight,None,None,366_Kar,470,484
['366_Kar_bgm']/484to492.jpg,Intense - Tension/Fight,None,None,366_Kar,484,492
['366_Kar_bgm']/492to512.jpg,Intense - Tension/Fight,None,None,366_Kar,492,512
['366_Kar_bgm']/512to529.jpg,happy,None,None,366_Kar,512,529
['366_Kar_bgm']/529to536.jpg,happy,None,None,366_Kar,529,536
['366_Kar_bgm']/536to540.jpg,no emotion,None,None,366_Kar,536,540
['366_Kar_bgm']/540to548.jpg,Intense - Tension/Fight,None,None,366_Kar,540,548
['366_Kar_bgm']/548to579.jpg,Intense - Tension/Fight,None,None,366_Kar,548,579
['366_Kar_bgm']/579to587.jpg,Intense - Tension/Fight,None,None,366_Kar,579,587
['366_Kar_bgm']/587to596.jpg,Intense - Tension/Fight,None,None,366_Kar,587,596
['366_Kar_bgm']/596to606.jpg,Intense - Tension/Fight,None,None,366_Kar,596,606
['366_Kar_bgm']/606to611.jpg,Intense - Tension/Fight,None,None,366_Kar,606,611
['366_Kar_bgm']/611to627.jpg,Intense - Tension/Fight,None,None,366_Kar,611,627
['366_Kar_bgm']/627to636.jpg,Intense - Tension/Fight,None,None,366_Kar,627,636
['366_Kar_bgm']/636to642.jpg,Intense - Tension/Fight,None,None,366_Kar,636,642
['366_Kar_bgm']/642to648.jpg,Intense - Tension/Fight,None,None,366_Kar,642,648
['366_Kar_bgm']/648to672.jpg,Intense - Tension/Fight,None,None,366_Kar,648,672
['366_Kar_bgm']/672to687.jpg,Intense - Tension/Fight,None,None,366_Kar,672,687
['366_Kar_bgm']/687to692.jpg,Intense - Tension/Fight,None,None,366_Kar,687,692
['366_Kar_bgm']/692to698.jpg,emotional,None,None,366_Kar,692,698
['366_Kar_bgm']/698to702.jpg,emotional,None,None,366_Kar,698,702
['366_Kar_bgm']/702to714.jpg,Intense - Tension/Fight,None,None,366_Kar,702,714
['366_Kar_bgm']/714to735.jpg,Intense - Tension/Fight,None,None,366_Kar,714,735
['366_Kar_bgm']/735to743.jpg,Intense - Tension/Fight,None,None,366_Kar,735,743
['366_Kar_bgm']/743to751.jpg,Intense - Tension/Fight,None,None,366_Kar,743,751
['366_Kar_bgm']/751to768.jpg,Intense - Tension/Fight,None,None,366_Kar,751,768
['366_Kar_bgm']/768to780.jpg,Intense - Tension/Fight,None,None,366_Kar,768,780
['366_Kar_bgm']/780to785.jpg,Intense - Tension/Fight,None,None,366_Kar,780,785
['366_Kar_bgm']/785to803.jpg,Intense - Tension/Fight,None,None,366_Kar,785,803
['366_Kar_bgm']/803to809.jpg,Intense - Tension/Fight,None,None,366_Kar,803,809
['366_Kar_bgm']/809to822.jpg,Intense - Tension/Fight,None,None,366_Kar,809,822
['366_Kar_bgm']/822to827.jpg,Intense - Tension/Fight,None,None,366_Kar,822,827
['366_Kar_bgm']/827to831.jpg,Intense - Tension/Fight,None,None,366_Kar,827,831
['366_Kar_bgm']/831to836.jpg,happy,None,None,366_Kar,831,836
['366_Kar_bgm']/836to846.jpg,happy,None,None,366_Kar,836,846
['366_Kar_bgm']/846to857.jpg,happy,None,None,366_Kar,846,857
['366_Kar_bgm']/857to884.jpg,happy,None,None,366_Kar,857,884
['366_Kar_bgm']/884to891.jpg,happy,Intense - Tension/Fight,None,366_Kar,884,891
['366_Kar_bgm']/891to903.jpg,Intense - Tension/Fight,None,None,366_Kar,891,903
['366_Kar_bgm']/903to910.jpg,Intense - Tension/Fight,None,None,366_Kar,903,910
['366_Kar_bgm']/910to914.jpg,Intense - Tension/Fight,None,None,366_Kar,910,914
['366_Kar_bgm']/914to920.jpg,Intense - Tension/Fight,None,None,366_Kar,914,920
['366_Kar_bgm']/920to935.jpg,Intense - Tension/Fight,None,None,366_Kar,920,935
['366_Kar_bgm']/935to942.jpg,Intense - Tension/Fight,None,None,366_Kar,935,942
['366_Kar_bgm']/942to951.jpg,Intense - Tension/Fight,None,None,366_Kar,942,951
['366_Kar_bgm']/951to965.jpg,Intense - Tension/Fight,None,None,366_Kar,951,965
['366_Kar_bgm']/965to973.jpg,Intense - Tension/Fight,None,None,366_Kar,965,973
['366_Kar_bgm']/973to983.jpg,Intense - Tension/Fight,happy,None,366_Kar,973,983
['366_Kar_bgm']/983to987.jpg,happy,None,None,366_Kar,983,987
['366_Kar_bgm']/987to991.jpg,happy,None,None,366_Kar,987,991
['366_Kar_bgm']/991to1005.jpg,happy,None,None,366_Kar,991,1005
['366_Kar_bgm']/1005to1009.jpg,happy,None,None,366_Kar,1005,1009
['366_Kar_bgm']/1009to1017.jpg,happy,None,None,366_Kar,1009,1017
['366_Kar_bgm']/1017to1039.jpg,Intense - Tension/Fight,None,None,366_Kar,1017,1039
['366_Kar_bgm']/1039to1063.jpg,happy,None,None,366_Kar,1039,1063
['366_Kar_bgm']/1063to1070.jpg,happy,None,None,366_Kar,1063,1070
['366_Kar_bgm']/1070to1081.jpg,happy,None,None,366_Kar,1070,1081
['366_Kar_bgm']/1081to1090.jpg,happy,None,None,366_Kar,1081,1090
['366_Kar_bgm']/1090to1104.jpg,emotional,None,None,366_Kar,1090,1104
['366_Kar_bgm']/1104to1115.jpg,emotional,None,None,366_Kar,1104,1115
['366_Kar_bgm']/1115to1120.jpg,happy,None,None,366_Kar,1115,1120
['366_Kar_bgm']/1120to1131.jpg,happy,None,None,366_Kar,1120,1131
['366_Kar_bgm']/1131to1159.jpg,Intense - Tension/Fight,None,None,366_Kar,1131,1159
['366_Kar_bgm']/1159to1167.jpg,Intense - Tension/Fight,None,None,366_Kar,1159,1167
['366_Kar_bgm']/1167to1199.jpg,Intense - Tension/Fight,None,None,366_Kar,1167,1199
['366_Kar_bgm']/1199to1203.jpg,Intense - Tension/Fight,None,None,366_Kar,1199,1203
['366_Kar_bgm']/1203to1231.jpg,happy,None,None,366_Kar,1203,1231
['366_Kar_bgm']/1231to1246.jpg,happy,None,None,366_Kar,1231,1246
['366_Kar_bgm']/1246to1273.jpg,Intense - Tension/Fight,None,None,366_Kar,1246,1273
['367_Kai_bgm']/0to4.jpg,blank,None,None,367_Kai,0,4
['367_Kai_bgm']/4to10.jpg,happy,None,None,367_Kai,4,10
['367_Kai_bgm']/10to25.jpg,happy,None,None,367_Kai,10,25
['367_Kai_bgm']/25to30.jpg,emotional,None,None,367_Kai,25,30
['367_Kai_bgm']/30to54.jpg,emotional,None,None,367_Kai,30,54
['367_Kai_bgm']/54to59.jpg,no emotion,None,None,367_Kai,54,59
['367_Kai_bgm']/59to75.jpg,Intense - Tension/Fight,None,None,367_Kai,59,75
['367_Kai_bgm']/75to92.jpg,Intense - Tension/Fight,None,None,367_Kai,75,92
['367_Kai_bgm']/92to106.jpg,emotional,None,None,367_Kai,92,106
['367_Kai_bgm']/106to114.jpg,happy,None,None,367_Kai,106,114
['367_Kai_bgm']/114to118.jpg,happy,None,None,367_Kai,114,118
['367_Kai_bgm']/118to131.jpg,Intense - Tension/Fight,None,None,367_Kai,118,131
['367_Kai_bgm']/131to148.jpg,Intense - Tension/Fight,None,None,367_Kai,131,148
['367_Kai_bgm']/148to192.jpg,Intense - Tension/Fight,None,None,367_Kai,148,192
['367_Kai_bgm']/192to215.jpg,Intense - Tension/Fight,None,None,367_Kai,192,215
['367_Kai_bgm']/215to220.jpg,Intense - Tension/Fight,None,None,367_Kai,215,220
['367_Kai_bgm']/220to236.jpg,no emotion,None,None,367_Kai,220,236
['367_Kai_bgm']/236to254.jpg,Intense - Tension/Fight,None,None,367_Kai,236,254
['367_Kai_bgm']/254to258.jpg,Intense - Tension/Fight,None,None,367_Kai,254,258
['367_Kai_bgm']/258to267.jpg,Intense - Tension/Fight,None,None,367_Kai,258,267
['367_Kai_bgm']/267to274.jpg,emotional,None,None,367_Kai,267,274
['367_Kai_bgm']/274to324.jpg,emotional,Intense - Tension/Fight,None,367_Kai,274,324
['367_Kai_bgm']/324to328.jpg,no emotion,None,None,367_Kai,324,328
['367_Kai_bgm']/328to332.jpg,no emotion,None,None,367_Kai,328,332
['367_Kai_bgm']/332to336.jpg,no emotion,None,None,367_Kai,332,336
['367_Kai_bgm']/336to341.jpg,no emotion,None,None,367_Kai,336,341
['367_Kai_bgm']/341to345.jpg,no emotion,None,None,367_Kai,341,345
['367_Kai_bgm']/345to353.jpg,no emotion,None,None,367_Kai,345,353
['367_Kai_bgm']/353to359.jpg,no emotion,None,None,367_Kai,353,359
['367_Kai_bgm']/359to374.jpg,no emotion,None,None,367_Kai,359,374
['367_Kai_bgm']/374to379.jpg,no emotion,None,None,367_Kai,374,379
['367_Kai_bgm']/379to384.jpg,no emotion,None,None,367_Kai,379,384
['367_Kai_bgm']/384to388.jpg,no emotion,None,None,367_Kai,384,388
['367_Kai_bgm']/388to393.jpg,no emotion,None,None,367_Kai,388,393
['367_Kai_bgm']/393to397.jpg,no emotion,None,None,367_Kai,393,397
['367_Kai_bgm']/397to409.jpg,emotional,None,None,367_Kai,397,409
['367_Kai_bgm']/409to422.jpg,emotional,None,None,367_Kai,409,422
['367_Kai_bgm']/422to434.jpg,emotional,None,None,367_Kai,422,434
['367_Kai_bgm']/434to441.jpg,emotional,None,None,367_Kai,434,441
['367_Kai_bgm']/441to458.jpg,happy,None,None,367_Kai,441,458
['367_Kai_bgm']/458to462.jpg,happy,None,None,367_Kai,458,462
['367_Kai_bgm']/462to467.jpg,happy,None,None,367_Kai,462,467
['367_Kai_bgm']/467to471.jpg,happy,None,None,367_Kai,467,471
['367_Kai_bgm']/471to479.jpg,happy,None,None,367_Kai,471,479
['367_Kai_bgm']/479to528.jpg,Intense - Tension/Fight,None,None,367_Kai,479,528
['367_Kai_bgm']/528to584.jpg,Intense - Tension/Fight,None,None,367_Kai,528,584
['367_Kai_bgm']/584to608.jpg,emotional,None,None,367_Kai,584,608
['367_Kai_bgm']/608to625.jpg,emotional,None,None,367_Kai,608,625
['367_Kai_bgm']/625to630.jpg,no emotion,None,None,367_Kai,625,630
['367_Kai_bgm']/630to636.jpg,no emotion,None,None,367_Kai,630,636
['367_Kai_bgm']/636to653.jpg,no emotion,None,None,367_Kai,636,653
['367_Kai_bgm']/653to668.jpg,Intense - Tension/Fight,None,None,367_Kai,653,668
['367_Kai_bgm']/668to689.jpg,Intense - Tension/Fight,None,None,367_Kai,668,689
['367_Kai_bgm']/689to728.jpg,Intense - Tension/Fight,None,None,367_Kai,689,728
['367_Kai_bgm']/728to739.jpg,Intense - Tension/Fight,None,None,367_Kai,728,739
['367_Kai_bgm']/739to799.jpg,emotional,None,None,367_Kai,739,799
['367_Kai_bgm']/799to804.jpg,no emotion,None,None,367_Kai,799,804
['367_Kai_bgm']/804to823.jpg,emotional,None,None,367_Kai,804,823
['367_Kai_bgm']/823to842.jpg,emotional,None,None,367_Kai,823,842
['367_Kai_bgm']/842to857.jpg,Intense - Tension/Fight,None,None,367_Kai,842,857
['367_Kai_bgm']/857to862.jpg,no emotion,None,None,367_Kai,857,862
['367_Kai_bgm']/862to876.jpg,emotional,None,None,367_Kai,862,876
['367_Kai_bgm']/876to882.jpg,emotional,None,None,367_Kai,876,882
['367_Kai_bgm']/882to886.jpg,no emotion,None,None,367_Kai,882,886
['367_Kai_bgm']/886to897.jpg,emotional,None,None,367_Kai,886,897
['367_Kai_bgm']/897to903.jpg,emotional,None,None,367_Kai,897,903
['367_Kai_bgm']/903to912.jpg,Intense - Tension/Fight,None,None,367_Kai,903,912
['367_Kai_bgm']/912to925.jpg,emotional,None,None,367_Kai,912,925
['367_Kai_bgm']/925to937.jpg,emotional,None,None,367_Kai,925,937
['367_Kai_bgm']/937to941.jpg,emotional,None,None,367_Kai,937,941
['367_Kai_bgm']/941to948.jpg,emotional,None,None,367_Kai,941,948
['367_Kai_bgm']/948to954.jpg,emotional,None,None,367_Kai,948,954
['367_Kai_bgm']/954to966.jpg,emotional,None,None,367_Kai,954,966
['367_Kai_bgm']/966to1012.jpg,emotional,None,None,367_Kai,966,1012
['367_Kai_bgm']/1012to1021.jpg,emotional,None,None,367_Kai,1012,1021
['367_Kai_bgm']/1021to1031.jpg,no emotion,None,None,367_Kai,1021,1031
['367_Kai_bgm']/1031to1040.jpg,emotional,None,None,367_Kai,1031,1040
['367_Kai_bgm']/1040to1045.jpg,emotional,None,None,367_Kai,1040,1045
['367_Kai_bgm']/1045to1058.jpg,happy,None,None,367_Kai,1045,1058
['367_Kai_bgm']/1058to1068.jpg,happy,None,None,367_Kai,1058,1068
['367_Kai_bgm']/1068to1079.jpg,happy,None,None,367_Kai,1068,1079
['367_Kai_bgm']/1079to1097.jpg,Intense - Tension/Fight,None,None,367_Kai,1079,1097
['367_Kai_bgm']/1097to1102.jpg,emotional,None,None,367_Kai,1097,1102
['367_Kai_bgm']/1102to1115.jpg,happy,None,None,367_Kai,1102,1115
['367_Kai_bgm']/1115to1122.jpg,happy,None,None,367_Kai,1115,1122
['367_Kai_bgm']/1122to1126.jpg,no emotion,None,None,367_Kai,1122,1126
['367_Kai_bgm']/1126to1138.jpg,no emotion,None,None,367_Kai,1126,1138
['367_Kai_bgm']/1138to1153.jpg,Intense - Tension/Fight,None,None,367_Kai,1138,1153
['367_Kai_bgm']/1153to1162.jpg,Intense - Tension/Fight,None,None,367_Kai,1153,1162
['367_Kai_bgm']/1162to1168.jpg,Intense - Tension/Fight,None,None,367_Kai,1162,1168
['367_Kai_bgm']/1168to1172.jpg,happy,None,None,367_Kai,1168,1172
['367_Kai_bgm']/1172to1182.jpg,happy,None,None,367_Kai,1172,1182
['367_Kai_bgm']/1182to1186.jpg,happy,None,None,367_Kai,1182,1186
['367_Kai_bgm']/1186to1192.jpg,happy,None,None,367_Kai,1186,1192
['367_Kai_bgm']/1192to1198.jpg,happy,None,None,367_Kai,1192,1198
['367_Kai_bgm']/1198to1202.jpg,happy,None,None,367_Kai,1198,1202
['367_Kai_bgm']/1202to1213.jpg,happy,None,None,367_Kai,1202,1213
['367_Kai_bgm']/1213to1228.jpg,happy,None,None,367_Kai,1213,1228
['367_Kai_bgm']/1228to1236.jpg,happy,None,None,367_Kai,1228,1236
['367_Kai_bgm']/1236to1254.jpg,happy,None,None,367_Kai,1236,1254
['367_Kai_bgm']/1254to1258.jpg,happy,None,None,367_Kai,1254,1258
['367_Kai_bgm']/1258to1280.jpg,happy,None,None,367_Kai,1258,1280
['368_Kai_bgm']/0to4.jpg,blank,None,None,368_Kai,0,4
['368_Kai_bgm']/4to30.jpg,happy,None,None,368_Kai,4,30
['368_Kai_bgm']/30to43.jpg,Intense - Tension/Fight,None,None,368_Kai,30,43
['368_Kai_bgm']/43to63.jpg,emotional,None,None,368_Kai,43,63
['368_Kai_bgm']/63to86.jpg,emotional,None,None,368_Kai,63,86
['368_Kai_bgm']/86to111.jpg,emotional,happy,None,368_Kai,86,111
['368_Kai_bgm']/111to122.jpg,emotional,None,None,368_Kai,111,122
['368_Kai_bgm']/122to128.jpg,no emotion,None,None,368_Kai,122,128
['368_Kai_bgm']/128to146.jpg,no emotion,None,None,368_Kai,128,146
['368_Kai_bgm']/146to169.jpg,happy,None,None,368_Kai,146,169
['368_Kai_bgm']/169to178.jpg,no emotion,None,None,368_Kai,169,178
['368_Kai_bgm']/178to185.jpg,no emotion,Intense - Tension/Fight,None,368_Kai,178,185
['368_Kai_bgm']/185to191.jpg,Intense - Tension/Fight,None,None,368_Kai,185,191
['368_Kai_bgm']/191to199.jpg,emotional,None,None,368_Kai,191,199
['368_Kai_bgm']/199to206.jpg,Intense - Tension/Fight,None,None,368_Kai,199,206
['368_Kai_bgm']/206to216.jpg,emotional,None,None,368_Kai,206,216
['368_Kai_bgm']/216to223.jpg,Intense - Tension/Fight,None,None,368_Kai,216,223
['368_Kai_bgm']/223to234.jpg,emotional,None,None,368_Kai,223,234
['368_Kai_bgm']/234to242.jpg,Intense - Tension/Fight,None,None,368_Kai,234,242
['368_Kai_bgm']/242to263.jpg,happy,None,None,368_Kai,242,263
